annotationId,language,sdg_categories,predicted
6469fddd-7e01-4a13-ae3a-7300e97734ee,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],حسناً. الإجابة هي: [6 - نظافة المياه والصرف الصحي].
10064842-05bc-4f71-9298-1e64e3ee6ef7,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],أهداف التنمية المستدامة: 16 - سلام، عدالة ومؤسسات قوية.
fe78ebee-719a-4181-b47d-e08ee39fe351,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],حسب قائمة أهداف التنمية المستدامة المذكورة في الأسفل، الإجابة هي:  [6 - نظافة المياه والصرف الصحي].
6ebb7fdd-698e-4c4d-a4d2-d5578c6e0f35,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],3 - الصحة الجيدة والرفاهية.
e0e7f912-91d6-459d-8c23-54ffc2820e46,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],1 - القضاء على الفقر.
e3b2030d-cd64-490e-b251-a5949f8c312d,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],6 - نظافة المياه والصرف الصحي.
bdd8c4f6-1b0e-4054-9ec0-f2507eec6c6b,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],4- التعليم الجيد.
98a3cba4-644b-43c3-9df2-62e1da779641,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],حسنا إجابة الصحيح هي 3 - الصحة الجيدة والرفاهية.
afdaca2d-d46b-49c3-ae77-7301fd0e03f0,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],الهدف 3: الصحة الجيدة والرفاهية.
c0eb29e1-1fe7-49a3-9fdf-5e704e4d26ec,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],3 - الصحة الجيدة والرفاهية.
165fdcbe-bdc3-4530-b4cc-6779a1340210,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],3 - الصحة الجيدة والرفاهية.
56aa5742-b3b9-46f9-9047-00cc896fef36,ar,['da6a1d11-83e8-4877-b3dd-36399f40c2ed'],3 - الصحة الجيدة والرفاهية.
7fae4daa-d2ec-4c12-ba0b-a5e96b7231e4,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],1- القضاء على الفقر.
d2d2c80c-a4d5-4d59-87e9-4761116c73cd,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],2 - القضاء على الجوع.
b0452d97-54bb-40d2-a016-13696ad16708,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],حسناً. الفئة الأكثر صلة هي: [8 - عمل لائق ونمو اقتصادي].
07995090-df84-4632-825a-a554016e895d,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],العدل والمساواة بين الجنسين.
e9fae741-9a3e-4cb5-801a-86b1ceb3c292,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],الجواب هو: 2 - القضاء على الجوع
866f997c-c768-4be2-8d46-342b2d364136,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],الجواب هو: 16 - سلام، عدالة ومؤسسات قوية.
06a208e2-a16a-4a9c-8c63-f7f2679de782,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],الهدف: 16 - سلام، عدالة ومؤسسات قوية.
d10e8ffb-a116-4ee8-9b9f-89f627916cf6,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],المساواة بين الجنسين
203d85db-cffe-4bd2-a4ad-792a2cdce671,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],4 - التعليم الجيد.
5aaca9d8-652c-4b82-a624-5b26b7e64f7f,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],الجواب هو: 2 - القضاء على الجوع.
bcb9c303-bb5f-46ea-9c23-95dd4cbaa426,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],4 - التعليم الجيد.
645c2326-8b58-405d-b093-cb5ed64e15c2,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],الهدف 3 - الصحة الجيدة والرفاهية
4d9c1c55-925c-46e9-a21f-429d8f070003,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],الهدف 16 : سلام، عدالة ومؤسسات قوية.
d9e983a9-813b-431a-a01b-423dc86ad362,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],2- القضاء على الجوع.
b6ec2367-94d2-4310-8840-8e656e23ad93,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],1 - القضاء على الفقر.
bf9de4cd-f5da-4f03-9b14-4a11a21092e1,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],الهدف 1: القضاء على الفقر.
09059492-b148-4bc1-b81a-15398b82ca58,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],4 - التعليم الجيد.
491118a9-0687-488b-90ea-28193e901191,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],3 - الصحة الجيدة والرفاهية.
54202912-8e9e-4b61-bdf9-d1fbc7a15f92,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],حسناً. الإجابة هي: [4 - التعليم الجيد].
319cd69e-75e5-49f2-962d-2722f8a97b1e,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],4 - التعليم الجيد.
98bb8329-881f-4509-8a3d-1e8e1b106d83,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],الوظيفة هي: [2 - القضاء على الجوع].
0fdf03bb-232d-47ed-890c-652f4e22affe,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],حسناً. 11 - مدن ومجتمعات مستدامة.
9015d8e7-629e-4aa8-bc73-35ccbc911c56,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],4 - التعليم الجيد.
12ee6465-9b31-4179-8ba6-a503f4df9ec7,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],2 - القضاء على الجوع.
0c5af528-e93f-4a87-9770-1f7f790db3e9,ar,['dec29fe6-95ea-4dfb-b631-ee0eb6de7207'],العدالة والسلام.
b4737e61-e1aa-4b69-80e5-ecc716a7319d,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],الفئة: 11 مدن ومجتمعات مستدامة.
65a73ade-2347-4dcc-958d-68fc598cf1e2,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],[1 - القضاء على الفقر]
ca4ddb82-beda-4ecc-8acc-d88644c58f82,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],الأهداف 3 ( الصحة الجيدة والرفاهية).
a0b6261d-1830-4a62-8d3e-2861235db189,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],الهدف 8: عمل لائق ونمو اقتصادي.
ea3a409d-f27d-43c2-9416-450f9e0eeccc,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],6 - نظافة المياه والصرف الصحي
68257ff9-659f-4c05-be8b-429a8078d28a,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],8 - عمل لائق ونمو اقتصادي.
f92c11af-145d-42a3-89d1-4fefc8c4507e,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],4 - التعليم الجيد.
bc4980bb-d008-4c95-a1d5-89587c40056f,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],3 - الصحة الجيدة والرفاهية.
4fbc968b-a787-4fa8-b706-490832f45d50,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],حسناً. السبب هو: [8 - عمل لائق ونمو اقتصادي].
c3e6c040-994f-4b7b-89d5-2cb1e1551917,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],1 - القضاء على الفقر.
dd5195f5-7414-4513-93bc-b8d707f4f0dc,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],الجوفية.
c1d78ab1-a79a-4413-b8a5-f7108fbd6acd,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],الهدف 7: طاقة نظيفة وبتكلفة ميسورة
a4ff13bc-3ada-4f64-be98-7f04b5f11c2b,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],أهداف التنمية المستدامة: 9 - صناعة، ابتكار وبنية التحتية.
624857b1-7eb9-465f-8704-5f02cc02f315,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],"حسب القائمة، النص يصف مبادرة لتحسين الوصول إلى الإنترنت وتهدف بذلك إلى تحسين الخدمات والفرص للجميع. ومن ثم، الأهداف الأكثر صلة بهذه المبادرة هي: [1 - القضاء على الفقر, 2 - القضاء على الجوع, 3 - الصحة الجيدة والرفاهية, 4 - التعليم الجيد]."
2ad8550f-16ad-4969-8441-89fd7502c0a7,ar,['188e32e4-e6df-492e-ab45-0a57b3acad54'],الجواب هو: 11 - مدن ومجتمعات مستدامة
0451c456-06cd-410a-b713-ff43d1fd6e6c,ar,['617414bb-61ed-42cc-9660-1eb72f312f54'],حسناً. الإجابة الصحيحة هي 11 - مدن ومجتمعات مستدامة.
5faaf650-e476-4e69-8080-72aba40ca50d,ar,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],المكاسب البيئية للاستدامة.
378aefe3-5777-4794-9436-0279dcdf21b5,ar,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],الجواب هو: 8 - عمل لائق ونمو اقتصادي.
d1d75cc5-6a8c-42ed-b495-50f9da1fd67f,ar,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],الهدف: 16-سلام، عدالة ومؤسسات قوية
0b0511ed-1b8b-43fd-bd29-0aa860d3e1c7,ar,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],حسناً. 8 - عمل لائق ونمو اقتصادي.
86763eab-bab4-44c7-a867-7b5a8582ccfa,ar,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],5 - المساواة بين الجنسين.
9696adee-2879-4929-9070-973e924f0982,ar,['e2d3622d-09c3-4fbc-b4bf-3b316b68ceb4'],الهدف 4 - التعليم الجيد.
